ID,Glider,Model,Manufacturer,Competition Class,Kind,Wingarea,Empty Weight,Reference Mass,MTOW,Min Speed,Polar Coeffs,Double Seater,Exclude Live,Vintage,Self-Launcher,2016,2017,2018,2019,2020,2021,2022,2023,2024
437,Kestrel 19m,Kestrel 19m,Glasflügel,Open,GL,12.87,330.0,429.86,472.0,72.00,-0.0000066:0.0009975:-0.0568017:1.3839686:-12.6502388,,,,,112,112,112,112,112,112,112,112,112
438,ASW 12,ASW 12,Alexander Schleicher,Open,GL,13.0,324.0,404.0,430.0,75.00,-0.0000049:0.0006964:-0.0390712:0.9456988:-8.8174338,,,,,110,110,110,110,110,110,110,110,110
439,DG 500 22m,DG 500 22m,DG Flugzeugbau,Open,GL,18.29,445.0,,750.0,,,x,,,,110,110,110,110,110,110,110,110,110
440,DG 500 22m,DG 500M 22m,DG Flugzeugbau,Open,MG,18.29,505.0,,750.0,,,x,,,x,110,110,110,110,110,110,110,110,110
441,DG 500 22m,DG 505 22m,DG Flugzeugbau,Open,GL,18.29,445.0,,750.0,,,x,,,,110,110,110,110,110,110,110,110,110
442,DG 500 22m,DG 505M 22m,DG Flugzeugbau,Open,MG,18.29,505.0,,750.0,,,x,,,x,110,110,110,110,110,110,110,110,110
443,Stemme S10,Stemme S10,Stemme,Open,MG,18.74,645.0,834.0,850.0,83.50,-0.0000027:0.0003938:-0.0229317:0.5893297:-6.1542745,x,,,x,110,110,112,112,110,110,110,110,110
444,Stemme S10,Stemme S10-VT,Stemme,Open,MG,18.74,645.0,834.0,850.0,83.50,-0.0000027:0.0003938:-0.0229317:0.5893297:-6.1542745,x,,,x,110,110,112,112,110,110,110,110,110
445,B13,B13e,Akaflieg Berlin,Open,FG,18.95,669.0,750.42,820.0,78.00,-0.0000030:0.0004515:-0.0269821:0.6940017:-6.9801097,x,,,,109,109,109,109,109,109,109,109,109
446,Mü 27,Mü 27,Akaflieg München,Open,GL,17.6,810.0,900.0,900.0,72.00,0.0000027:-0.0003726:0.0169842:-0.3212145:1.4702830,,,,,106,106,106,106,106,106,106,106,106
447,ASW 28,ASW 28,Alexander Schleicher,Standard,GL,10.5,235.0,359.8,525.0,75.82,-0.0000322:0.0045627:-0.2400775:5.5128821:-47.0420168,,,,,108,108,108,108,108,108,108,108,108
448,ASW 28,ASW 28 E,Alexander Schleicher,Standard,MG,10.5,285.0,359.8,525.0,75.82,-0.0000322:0.0045627:-0.2400775:5.5128821:-47.0420168,,,,,108,108,108,108,108,108,108,108,108
450,Discus 2,Discus 2T,Schempp-Hirth,Standard,MG,10.16,298.0,338.0,525.0,75.00,-0.0000057:0.0007824:-0.0420551:0.9907886:-9.0888753,,,,,108,108,108,108,108,108,108,108,108
451,Discus 2,Discus 2a,Schempp-Hirth,Standard,GL,10.16,248.0,338.0,525.0,75.00,-0.0000057:0.0007824:-0.0420551:0.9907886:-9.0888753,,,,,108,108,108,108,108,108,109,109,109
452,Discus 2,Discus 2b,Schempp-Hirth,Standard,GL,10.16,248.0,338.0,525.0,75.00,-0.0000057:0.0007824:-0.0420551:0.9907886:-9.0888753,,,,,108,108,108,108,108,108,108,108,108
454,Discus 2,Discus 2c 15m,Schempp-Hirth,Standard,GL,10.16,248.0,338.0,525.0,75.00,-0.0000057:0.0007824:-0.0420551:0.9907886:-9.0888753,,,,,108,108,108,108,108,108,108,108,108
455,Discus 2,Discus 2cFES 15m,Schempp-Hirth,Standard,FG,10.16,298.0,338.0,525.0,75.00,-0.0000057:0.0007824:-0.0420551:0.9907886:-9.0888753,,,,,108,108,108,108,108,108,108,108,108
456,Discus 2,Discus 2cT 15m,Schempp-Hirth,Standard,MG,10.16,298.0,338.0,525.0,75.00,-0.0000057:0.0007824:-0.0420551:0.9907886:-9.0888753,,,,,108,108,108,108,108,108,108,108,108
457,LAK-19 15m,LAK-19 15m,Sportinė Aviacija,Standard,GL,9.06,220.0,332.2,500.0,80.60,-0.0000061:0.0009344:-0.0549965:1.4093417:-13.6990958,,,,,108,108,108,108,108,108,108,108,108
458,LS 8,LS 8,DG Flugzeugbau,Standard,GL,10.5,275.0,346.5,525.0,76.40,-0.0000067:0.0009016:-0.0463761:1.0434893:-9.1569575,,,,,108,108,108,108,108,108,108,108,108
459,LS 8,LS 8 neo,DG Flugzeugbau,Standard,GL,10.5,275.0,377.0,525.0,83.40,-0.0000024:0.0002707:-0.0130232:0.2855048:-2.9129016,,,,,108,108,108,108,108,108,109,109,109
460,LS 8,LS 8T,DG Flugzeugbau,Standard,MG,10.5,325.0,346.5,525.0,76.40,-0.0000067:0.0009016:-0.0463761:1.0434893:-9.1569575,,,,,108,108,108,108,108,108,108,108,108
461,LS 8,LS 8e neo,DG Flugzeugbau,Standard,FG,10.5,315.0,377.0,525.0,83.40,-0.0000024:0.0002707:-0.0130232:0.2855048:-2.9129016,,,,,108,108,108,108,108,108,109,109,109
462,AK-8,AK-8,Akaflieg Karlsruhe,Standard,GL,9.75,233.0,362.0,440.0,64.13,-0.0023898:0.1189923:-2.1280725,,,,,107,107,107,107,107,107,107,107,107
463,ASW 24,ASW 24,Alexander Schleicher,Standard,GL,10.0,230.0,330.0,500.0,73.50,-0.0000122:0.0018107:-0.0997327:2.3625594:-20.7931349,,,,,107,107,107,107,107,107,107,106,106
464,ASW 24,ASW 24 B,Alexander Schleicher,Standard,GL,10.0,230.0,330.0,500.0,73.50,-0.0000122:0.0018107:-0.0997327:2.3625594:-20.7931349,,,,,107,107,107,107,107,107,107,106,106
465,ASW 24,ASW 24 E,Alexander Schleicher,Standard,MG,10.0,280.0,330.0,500.0,73.50,-0.0000122:0.0018107:-0.0997327:2.3625594:-20.7931349,,,,x,107,107,107,107,107,107,107,106,106
467,Discus,Discus a,Schempp-Hirth,Standard,GL,10.58,282.0,314.226,525.0,69.00,-0.0000016:0.0002283:-0.0153732:0.4355474:-4.8463207,,,,,107,107,107,107,107,107,107,107,107
468,Discus,Discus b,Schempp-Hirth,Standard,GL,10.58,282.0,336.444,525.0,71.50,-0.0000057:0.0007083:-0.0342392:0.7215700:-6.0925492,,,,,107,107,107,107,107,107,107,106,106
469,Discus,Discus bM,Schempp-Hirth,Standard,MG,10.58,352.0,336.444,525.0,71.50,-0.0000057:0.0007083:-0.0342392:0.7215700:-6.0925492,,,,x,107,107,107,107,107,107,107,106,106
470,Discus,Discus bT,Schempp-Hirth,Standard,MG,10.58,332.0,336.444,525.0,71.50,-0.0000057:0.0007083:-0.0342392:0.7215700:-6.0925492,,,,,107,107,107,107,107,107,107,106,106
471,Genesis,Genesis,Sportinė Aviacija,Standard,GL,11.24,240.0,374.0,,74.00,-0.0023212:0.1079386:-1.8458596,,,,,107,107,107,107,107,107,107,107,107
472,LS 7,LS 7,Rolladen-Schneider,Standard,GL,9.73,235.0,324.0,486.0,72.00,-0.0000022:0.0003027:-0.0178467:0.4667099:-5.0310928,,,,,106,106,106,106,106,106,106,106,106
473,LS 7,LS 7 WL,Rolladen-Schneider,Standard,GL,9.73,235.0,324.0,486.0,72.00,-0.0000022:0.0003027:-0.0178467:0.4667099:-5.0310928,,,,,107,107,107,107,107,107,107,107,107
474,LS 7,LS 7 neo,Rolladen-Schneider,Standard,GL,9.73,235.0,324.0,486.0,72.00,-0.0000022:0.0003027:-0.0178467:0.4667099:-5.0310928,,,,,107,107,107,107,107,107,108,108,108
475,SZD-55-1 Nexus,SZD-55-1 Nexus,Allstar PZL Glider,Standard,GL,9.6,215.0,309.12,500.0,68.50,-0.0000019:0.0002539:-0.0150434:0.3708053:-3.7224274,,,,,106,106,106,106,106,106,106,106,106
476,DG 300,DG 300 WL,DG Flugzeugbau,Standard,GL,10.28,245.0,363.912,450.0,72.00,-0.0000081:0.0010804:-0.0550934:1.2152352:-10.3114380,,,,,105,105,105,105,105,105,105,105,105
477,DG 303,DG 303,DG Flugzeugbau,Standard,GL,10.28,245.0,363.912,450.0,72.00,-0.0000081:0.0010804:-0.0550934:1.2152352:-10.3114380,,,,,105,105,105,105,105,105,105,105,105
478,LS 4,LS 4 WL,Rolladen-Schneider,Standard,GL,10.5,240.0,338.0,525.0,70.00,-0.0000051:0.0007003:-0.0375377:0.8764579:-8.0044517,,,,,105,105,105,105,105,105,105,105,105
479,LS 4,LS 4 neo,Rolladen-Schneider,Standard,GL,10.5,240.0,338.0,505.0,70.00,-0.0000051:0.0007003:-0.0375377:0.8764579:-8.0044517,,,,,105,105,105,105,105,105,106,106,106
480,AFH 24,AFH 24,Akaflieg Hannover,Standard,GL,10.3,245.0,359.47,500.0,73.00,-0.0000086:0.0011656:-0.0597712:1.3326325:-11.4258334,,,,,104,104,104,104,104,104,104,104,104
481,DG 300,DG 300,DG Flugzeugbau,Standard,GL,10.28,245.0,363.912,450.0,72.00,-0.0000081:0.0010804:-0.0550934:1.2152352:-10.3114380,,,,,104,104,104,104,104,104,104,104,104
482,HpH 304C Wasp,HpH 304C Wasp,HpH Sailplanes,Standard,GL,9.9,235.0,,450.0,,,,,,,104,104,104,104,104,104,104,104,104
483,LS 4,LS 4,Rolladen-Schneider,Standard,GL,10.5,235.0,338.0,525.0,70.00,-0.0000051:0.0007003:-0.0375377:0.8764579:-8.0044517,,,,,104,104,104,104,104,104,104,104,104
484,SZD-56-2 Diana 2,SZD-56-2 Diana 2 FES,Avionic,15,FG,8.64,244.0,,525.0,,,,,,x,114,116,116,116,114,114,116,116,116
485,ASW 24,ASW 24 WL,Alexander Schleicher,Standard,GL,10.0,230.0,325.0,500.0,73.00,-0.0000025:0.0002906:-0.0142943:0.3079322:-2.9446251,,,,,108,108,108,108,108,108,108,107,107
486,ASW 24,ASW 24 E WL,Alexander Schleicher,Standard,MG,10.0,280.0,325.0,500.0,73.00,-0.0000025:0.0002906:-0.0142943:0.3079322:-2.9446251,,,,x,108,108,108,108,108,108,108,107,107
487,ASW 19,ASW 19 WL,Alexander Schleicher,Club,GL,11.0,260.0,352.0,408.0,70.00,-0.0000029:0.0003918:-0.0218912:0.5271323:-5.1635631,,,,,101,101,101,101,101,101,101,101,101
488,Duo Discus,Duo Discus WL,Schempp-Hirth,Double,GL,16.4,440.0,596.96,750.0,80.00,-0.0000057:0.0008204:-0.0447925:1.0602133:-9.6768272,x,,,,111,111,111,111,111,111,113,113,113
489,Duo Discus,Duo Discus T WL,Schempp-Hirth,Double,MG,16.4,490.0,596.96,750.0,80.00,-0.0000057:0.0008204:-0.0447925:1.0602133:-9.6768272,x,,,,111,111,111,111,111,111,113,113,113
490,Ventus 2c 18m,Ventus 2cx 18m,Schempp-Hirth,18,GL,11.0,310.0,432.4,525.0,81.62,-0.0000023:0.0003135:-0.0175671:0.4230493:-4.1545630,,,,,118,118,118,118,118,118,120,120,120
491,Ventus 2c 18m,Ventus 2cxT 18m,Schempp-Hirth,18,MG,11.0,342.4,432.4,525.0,81.62,-0.0000023:0.0003135:-0.0175671:0.4230493:-4.1545630,,,,,118,118,118,118,118,118,120,120,120
492,Ventus 2c 18m,Ventus 2cxM 18m,Schempp-Hirth,18,MG,11.0,400.0,432.4,525.0,81.62,-0.0000023:0.0003135:-0.0175671:0.4230493:-4.1545630,,,,x,118,118,118,118,118,118,120,120,120
493,Std. Libelle,Std. Libelle WL,Glasflügel,Club,GL,9.8,200.0,318.8,350.0,75.00,0.0000022:-0.0003224:0.0146744:-0.2866680:1.5151951,,,,,99,99,99,99,99,99,99,99,99
494,AS 33 18m,AS 33 18m,Alexander Schleicher,18,GL,10.0,300.0,525.0,600.0,88.80,-0.0000009:0.0001584:-0.0115736:0.3684573:-4.7041666,,,,,121,121,121,121,119,119,122,122,122
495,AS 33 18m,AS 33 Es 18m,Alexander Schleicher,18,MG,10.0,350.0,525.0,600.0,88.80,-0.0000009:0.0001584:-0.0115736:0.3684573:-4.7041666,,,,,121,121,121,121,119,119,122,122,122
496,AS 33 18m,AS 33 Me 18m,Alexander Schleicher,18,FG,10.0,415.0,525.0,600.0,88.80,-0.0000009:0.0001584:-0.0115736:0.3684573:-4.7041666,,,,x,121,121,121,121,119,119,122,122,122
497,AS 33 15m,AS 33 15m,Alexander Schleicher,15,GL,8.8,290.0,,550.0,,,,,,,116,116,116,116,114,114,116,116,116
498,AS 33 15m,AS 33 Es 15m,Alexander Schleicher,15,MG,8.8,340.0,,550.0,,,,,,,116,116,116,116,114,114,116,116,116
499,AS 33 15m,AS 33 Me 15m,Alexander Schleicher,15,FG,8.8,405.0,,550.0,,,,,,x,116,116,116,116,114,114,116,116,116
500,Discus,Discus a WL,Schempp-Hirth,Standard,GL,10.58,282.0,314.226,525.0,69.00,-0.0000016:0.0002283:-0.0153732:0.4355474:-4.8463207,,,,,108,108,108,108,108,108,108,108,108
501,Discus,Discus b WL,Schempp-Hirth,Standard,GL,10.58,282.0,336.444,525.0,71.50,-0.0000057:0.0007083:-0.0342392:0.7215700:-6.0925492,,,,,108,108,108,108,108,108,108,107,107
502,Discus,Discus bM WL,Schempp-Hirth,Standard,MG,10.58,352.0,336.444,525.0,71.50,-0.0000057:0.0007083:-0.0342392:0.7215700:-6.0925492,,,,x,108,108,108,108,108,108,108,107,107
503,Discus,Discus bT WL,Schempp-Hirth,Standard,MG,10.58,332.0,336.444,525.0,71.50,-0.0000057:0.0007083:-0.0342392:0.7215700:-6.0925492,,,,,108,108,108,108,108,108,108,107,107
504,AS 34 Me 15m,AS 34 Me 15m,Alexander Schleicher,Standard,FG,10.5,380.0,359.8,525.0,75.82,-0.0000322:0.0045627:-0.2400775:5.5128821:-47.0420168,,,,x,108,108,108,108,108,108,108,108,108
505,AS 34 Me 18m,AS 34 Me 18m,Alexander Schleicher,18,FG,11.88,390.0,398.3,575.0,75.12,-0.0000078:0.0011136:-0.0603129:1.4224275:-12.7431871,,,,x,114,114,114,114,114,114,113,114,114
506,SZD-48 Jantar Std. 2,SZD-48 Jantar Std. 2 WL,PZL Bielsko,Club,GL,10.66,247.0,357.11,520.0,74.00,-0.0000040:0.0005879:-0.0340063:0.8378464:-8.0060375,,,,,101,101,101,101,101,101,101,101,101
507,LS 1-e/f,LS 1-f neo,Rolladen-Schneider,Club,GL,9.74,230.0,328.238,390.0,68.00,-0.0000018:0.0002699:-0.0170553:0.4415199:-4.5611431,,,,,101,101,101,101,101,101,101,101,101
508,LS 3,LS 3 WL,Rolladen-Schneider,15,GL,10.5,270.0,372.75,472.0,72.00,-0.0000038:0.0005210:-0.0279720:0.6474645:-5.9972768,,,,,108,108,108,108,108,108,108,108,108
509,K 7,K 7,Alexander Schleicher,Double,GL,17.5,375.0,465.5,480.0,65.00,-0.0000024:0.0002881:-0.0174046:0.4378758:-4.6368078,x,,x,,78,78,78,78,78,78,78,78,78
510,Duo Discus X,Duo Discus X,Schempp-Hirth,Double,GL,16.4,440.0,596.96,750.0,80.00,-0.0000057:0.0008204:-0.0447925:1.0602133:-9.6768272,x,,,,111,111,111,111,111,111,113,113,113
511,Duo Discus X,Duo Discus XT,Schempp-Hirth,Double,MG,16.4,490.0,596.96,750.0,80.00,-0.0000057:0.0008204:-0.0447925:1.0602133:-9.6768272,x,,,,111,111,111,111,111,111,113,113,113
512,ASW 20,ASW 20 WL,Alexander Schleicher,15,GL,10.5,280.0,360.15,525.0,71.00,-0.0000017:0.0002603:-0.0163651:0.4233258:-4.3895851,,,,,111,111,111,111,111,111,111,111,111
513,ASW 15,ASW 15 B,Alexander Schleicher,Club,GL,11.0,230.0,304.7,408.0,69.00,-0.0000037:0.0005167:-0.0287382:0.6686627:-6.0634891,,,,,97,97,97,97,97,97,97,97,97
514,ASW 19,ASW 19 B,Alexander Schleicher,Club,GL,11.0,260.0,352.0,408.0,70.00,-0.0000029:0.0003918:-0.0218912:0.5271323:-5.1635631,,,,,100,100,100,100,100,100,100,100,100
515,ASW 15,ASW 15 WL,Alexander Schleicher,Club,GL,11.0,230.0,304.7,408.0,69.00,-0.0000037:0.0005167:-0.0287382:0.6686627:-6.0634891,,,,,98,98,98,98,98,98,98,98,98
516,SZD-32 Foka 5,SZD-32 Foka 5,PZL Bielsko,Club,GL,12.16,256.0,,385.0,,,,,x,,88,88,88,88,88,88,88,88,88
517,SZD-41 Jantar Std.,SZD-41 Jantar Std.,PZL Bielsko,Club,GL,10.66,244.0,,460.0,,,,,,,100,100,100,100,100,100,100,100,100
518,SZD-41 Jantar Std.,SZD-41 Jantar Std. WL,PZL Bielsko,Club,GL,10.66,244.0,,460.0,,,,,,,101,101,101,101,101,101,101,101,101
519,SZD-48-3 Jantar Std. 3,SZD-48-3 Jantar Std. 3,PZL Bielsko,Club,GL,10.66,247.0,329.39,520.0,69.50,-0.0000028:0.0004481:-0.0279885:0.7214499:-7.0869300,,,,,100,100,100,100,100,100,100,100,100
520,SZD-48-3 Jantar Std. 3,SZD-48-3 Jantar Std. 3 WL,PZL Bielsko,Club,GL,10.66,247.0,329.39,520.0,69.50,-0.0000028:0.0004481:-0.0279885:0.7214499:-7.0869300,,,,,101,101,101,101,101,101,101,101,101
521,Kestrel 17m,Slingsby T.59 Kestrel 17m,Slingsby,18,GL,11.58,260.0,367.086,400.0,70.00,-0.0000045:0.0006268:-0.0336614:0.7715560:-6.8806019,,,,,110,110,110,110,110,110,110,110,110
522,Kestrel 19m,Slingsby T.59D Kestrel 19m,Slingsby,Open,GL,12.87,330.0,429.86,472.0,72.00,-0.0000066:0.0009975:-0.0568017:1.3839686:-12.6502388,,,,,112,112,112,112,112,112,112,112,112
523,Slingsby T.21,Slingsby T.21,Slingsby,Double,GL,24.2,272.0,,476.0,,,x,,x,,54,54,54,54,54,54,54,54,54
524,LS 6,LS 6 WL,Rolladen-Schneider,15,GL,10.5,260.0,355.0,525.0,71.60,-0.0000001:0.0000311:-0.0044236:0.1557020:-2.1974432,,,,,112,112,112,112,112,112,112,112,112
525,Janus C RG,Janus C RG,Schempp-Hirth,Double,GL,17.4,405.0,593.34,700.0,71.00,-0.0000000:0.0000170:-0.0041480:0.1672645:-2.4754269,x,,,,108,108,108,108,108,108,108,108,108
526,Janus C RG,Janus CM RG,Schempp-Hirth,Double,MG,17.4,495.0,593.34,700.0,71.00,-0.0000000:0.0000170:-0.0041480:0.1672645:-2.4754269,x,,,x,108,108,108,108,108,108,108,108,108
527,Janus C RG,Janus CT RG,Schempp-Hirth,Double,MG,17.4,455.0,593.34,700.0,71.00,-0.0000000:0.0000170:-0.0041480:0.1672645:-2.4754269,x,,,,108,108,108,108,108,108,108,108,108
528,SZD-41 Jantar Std.,SZD-41 Jantar Std. T,PZL Bielsko,Club,MG,10.66,294.0,,460.0,,,,,,,100,100,100,100,100,100,100,100,100
529,ASW 20,ASW 20-J,Alexander Schleicher,15,MG,10.5,300.0,360.15,525.0,71.00,-0.0000017:0.0002603:-0.0163651:0.4233258:-4.3895851,,,,,110,110,110,110,110,110,110,110,110
530,ASW 20,ASW 20-J WL,Alexander Schleicher,15,MG,10.5,300.0,360.15,525.0,71.00,-0.0000017:0.0002603:-0.0163651:0.4233258:-4.3895851,,,,,111,111,111,111,111,111,111,111,111
531,AC-4 Russia,AC-4 Russia,Aviastroitel,Club,GL,7.7,140.0,226.38,250.0,74.00,-0.0000324:0.0037150:-0.1616371:3.1075728:-22.8764816,,,x,,84,84,84,84,84,84,84,84,84
532,mini LAK,mini LAK,Sportinė Aviacija,Club,GL,8.41,163.0,343.3,350.0,81.80,-0.0000018:0.0002559:-0.0157664:0.4204374:-4.6647654,,,,,103,103,105,105,103,103,103,103,103
533,SF 36,SF 36,Scheibe-Flugzeugbau,Club,MG,15.60,515.0,,715.0,,,x,,,x,74,74,74,74,74,74,74,74,74
534,Stemme S12,Stemme S12,Stemme,Open,MG,19.95,690.0,,900.0,,,x,,,x,114,114,114,114,114,114,114,114,114
535,Slingsby T.30 Prefect,Slingsby T.30 Prefect,Slingsby,Club,GL,14.25,176.9,,266.3,,,,,x,,54,54,54,54,54,54,54,54,54
536,Slingsby T.31 Tandem Tutor,Slingsby T.31 Tandem Tutor,Slingsby,Double,GL,15.8,176.0,,376.0,,,x,,x,,54,54,54,54,54,54,54,54,54
537,Slingsby T.34 Sky,Slingsby T.34 Sky,Slingsby,Club,GL,17.37,250.0,,363.0,,,,,x,,60,60,60,60,60,60,60,60,60
538,Slingsby T.43 Skylark 3,Slingsby T.43 Skylark 3,Slingsby,Club,GL,16.1,253.0,,358.0,,,,,x,,77,77,77,77,77,77,77,77,77
539,Slingsby T.49 Capstan,Slingsby T.49 Capstan,Slingsby,Club,GL,20.43,345.4,,567.0,,,,,x,,60,60,60,60,60,60,60,60,60
540,Slingsby T.50 Skylark 4,Slingsby T.50 Skylark 4,Slingsby,Club,GL,16.1,258.0,395.0,395.0,58.00,-0.0030110:0.1010569:-1.4130696,,,x,,84,84,84,84,84,84,84,84,84
542,Slingsby T.51 Dart,Slingsby T.51 Dart,Slingsby,Club,GL,,,,,,,,,x,,82,82,82,82,82,82,82,82,82
543,Slingsby T.51 Dart 17,Slingsby T.51 Dart 17,Slingsby,18,GL,13.87,226.0,,340.0,,,x,,,,92,92,92,92,92,92,92,92,92
544,Slingsby T.51 Dart 17 R,Slingsby T.51 Dart 17 R,Slingsby,18,GL,13.87,226.0,,340.0,,,,,,,92,92,92,92,92,92,92,92,92
545,Slingsby T.53,Slingsby T.53,Slingsby,Double,GL,18.02,354.0,,580.0,,,x,,x,,71,71,71,71,71,71,71,71,71
546,Slingsby T.65 Vega,Slingsby T.65 Vega,Slingsby,Club,GL,10.1,236.0,,510.0,,,,,,,102,102,102,102,102,102,102,102,102
547,Slingsby T.41 Skylark 2,Slingsby T.41 Skylark 2,Slingsby,Club,GL,13.4,190.5,,308.0,,,,,x,,77,77,77,77,77,77,77,77,77
548,Ventus 2c 18m,Ventus 2cxa FES 18m,Schempp-Hirth,18,FG,11.0,342.4,432.4,525.0,81.62,-0.0000023:0.0003135:-0.0175671:0.4230493:-4.1545630,,,,,119,119,119,119,119,119,121,121,121
549,L-13 Blaník,L-13 Blaník,LET,Double,GL,19.15,382.0,472.0,500.0,62.00,-0.0000139:0.0018152:-0.0911282:1.9896710:-16.5958990,x,,x,,78,78,78,78,78,78,78,78,78
550,DG 1000 20m,DG 1000E neo 20m,DG Flugzeugbau,Double,FG,17.53,501.0,583.4,750.0,70.70,-0.0000104:0.0015237:-0.0849420:2.0626700:-18.7888638,x,,,,110,110,110,110,110,110,111,112,112
551,DG 1000 18m,DG 1000E neo 18m,DG Flugzeugbau,Double,FG,16.72,470.0,,750.0,,,x,,,,106,106,106,106,106,106,107,107,107
552,Duo Discus XL,Duo Discus XL FES,Schempp-Hirth,Double,FG,16.4,490.0,596.96,750.0,80.00,-0.0000057:0.0008204:-0.0447925:1.0602133:-9.6768272,x,,,,111,111,111,111,111,111,113,113,113
553,Pilatus B4 RG,Pilatus B4 RG,Pilatus,Club,GL,14.05,230.0,335.795,350.0,67.00,-0.0000016:0.0002687:-0.0187272:0.4933145:-4.9965561,,,x,,88,88,88,88,88,88,88,88,88
554,ASG 29 15m,ASG 29 RES 15m,Alexander Schleicher,15,FG,9.2,315.0,350.0,,80.00,-0.0018576:0.0937200:-1.8100000,,,,x,114,114,116,114,114,114,114,114,114
555,ASG 29 18m,ASG 29 RES 18m,Alexander Schleicher,18,FG,10.5,325.0,391.3,600.0,81.05,-0.0000054:0.0007747:-0.0423528:1.0075874:-9.1985372,,,,x,119,119,121,119,119,119,121,121,121
556,Schweizer SGS 1-26,Schweizer SGS 1-26,Schweizer Aircraft,Club,GL,14.87,202.0,315.0,318.0,62.30,-0.0044078:0.1595635:-2.3841445,,,x,,63,63,63,63,63,63,63,63,63
557,Schweizer SGS 1-34,Schweizer SGS 1-34,Schweizer Aircraft,Club,GL,14.03,259.0,354.0,381.0,69.82,-0.0033462:0.1302224:-1.9660327,,,x,,85,85,85,85,85,85,85,85,85
558,Schweizer SGS 1-36 Sprite,Schweizer SGS 1-36 Sprite,Schweizer Aircraft,Club,GL,13.1,215.0,322.0,322.0,55.98,-0.0043821:0.1709341:-2.3356807,,,x,,76,76,76,76,76,76,76,76,76
559,Schweizer SGS 2-32,Schweizer SGS 2-32,Schweizer Aircraft,Double,GL,16.7,377.0,,649.0,,,x,,x,,83,83,83,83,83,83,83,83,83
560,Schweizer SGS 2-33,Schweizer SGS 2-33,Schweizer Aircraft,Double,GL,20.35,272.0,470.0,473.0,62.32,-0.0038639:0.1689915:-2.8039001,x,,x,,54,54,54,54,54,54,54,54,54
561,Habicht,Habicht,DFS,Club,GL,15.82,235.0,,350.0,,,,,x,,60,60,60,60,60,60,60,60,60
562,Antares 21E,Antares 21E,Lange Aviation,Open,MG,12.9,530.0,750.0,710.0,100.43,-0.0000013:0.0002225:-0.0155789:0.4726775:-5.5924087,,,,x,121,121,121,121,121,121,124,123,123
563,Antares 21E,Antares 20E/21,Lange Aviation,Open,MG,12.9,530.0,750.0,710.0,100.43,-0.0000013:0.0002225:-0.0155789:0.4726775:-5.5924087,,,,x,121,121,121,121,121,121,124,123,123
564,ASW 20 16.6m,ASW 20-J 16.6m,Alexander Schleicher,18,MG,11.01,305.0,371.14,430.0,72.00,-0.0000039:0.0005801:-0.0333154:0.8132168:-7.6107810,,,,,112,112,112,112,112,112,112,112,112
565,LAK-19 18m,LAK-19 T 18m,Sportinė Aviacija,18,MG,9.6,276.0,338.4,500.0,76.13,-0.0000111:0.0017266:-0.1007859:2.5425178:-23.7162454,,,,,114,114,116,114,114,114,113,114,114
566,LAK-19 15m,LAK-19 T 15m,Sportinė Aviacija,Standard,MG,9.06,270.0,332.2,500.0,80.60,-0.0000061:0.0009344:-0.0549965:1.4093417:-13.6990958,,,,,108,108,108,108,108,108,108,108,108
567,Ka 2,Ka 2 b,Alexander Schleicher,Double,GL,17.5,278.0,418.0,480.0,67.00,-0.0038026:0.1531948:-2.3813853,x,,x,,78,78,78,78,78,78,78,78,78
568,Doppelraab,Doppelraab,Raab,Double,GL,18.0,185.0,,350.0,,,x,,x,,54,54,54,54,54,54,54,54,54
569,ASW 27,ASW 27-J,Alexander Schleicher,15,MG,9.0,245.0,365.9,500.0,87.80,-0.0000045:0.0006748:-0.0396782:1.0232325:-10.1966945,,,,,114,114,114,114,114,114,114,114,114
570,SB 7,SB 7,Akaflieg Braunschweig,Club,GL,12.66,285.0,,390.0,,,,,,,100,100,100,100,100,100,100,100,100
571,SF 34,SF 34 RG,Scheibe-Flugzeugbau,Double,GL,14.8,430.0,534.3,540.0,77.00,-0.0000022:0.0003862:-0.0270257:0.7713176:-8.4070794,x,,,,87,87,87,87,87,87,87,87,87
573,L23 SuperBlanik,L23 SuperBlanik,LET,Double,GL,19.15,382.0,472.0,500.0,65.00,-0.0000122:0.0015152:-0.0731290:1.5384958:-12.4602521,x,,x,,78,78,78,78,78,78,78,78,78
574,Lom-61 Favorit,Lom-61 Favorit,Lommatzsch,Club,GL,12.40,225.0,,325.0,,,,,x,,75,75,75,75,75,75,75,75,75
575,DG 300,DG 300G WL,DG Flugzeugbau,Standard,MG,10.28,245.0,363.912,450.0,72.00,-0.0000081:0.0010804:-0.0550934:1.2152352:-10.3114380,,,,,105,105,105,105,105,105,105,105,105
576,LS 8 18m,LS 8e 18m,DG Flugzeugbau,18,FG,11.4,315.0,365.0,575.0,71.00,-0.0000079:0.0010386:-0.0524499:1.1504136:-9.6523418,,,,,114,114,114,114,114,114,113,114,114
577,Nimbus 3D 25.6m,Nimbus 3D 25.6m,Schempp-Hirth,Open,GL,16.91,505.0,723.75,820.0,78.50,-0.0000046:0.0007653:-0.0476167:1.2698530:-12.6676092,x,,,,121,121,121,121,121,121,121,121,121
578,Nimbus 3D 25.6m,Nimbus 3DM 25.6m,Schempp-Hirth,Open,MG,16.91,575.0,723.75,820.0,78.50,-0.0000046:0.0007653:-0.0476167:1.2698530:-12.6676092,x,,,x,121,121,121,121,121,121,121,121,121
